output,input,translated
"환자의 지속적인 호흡곤란과 비생산적인 기침은 모자이크 감쇠 및 공기 가둠의 방사선학적 소견과 함께 폐쇄(성)세기관지염 진단을 시사했으며, 이는 다른 일반적인 호흡기 질환의 부재에 의해 더욱 뒷받침되었습니다.","The patient's persistent dyspnea and non-productive cough, combined with radiographic findings of mosaic attenuation and air trapping, suggested a diagnosis of constrictive bronchiolitis, which was further supported by the absence of other common respiratory conditions.","환자의 지속적인 호흡곤란과 비생식성 기침, 모자이크 흉상 및 공기 갇힘의 방사선학적 소견을 고려할 때, 다른 일반적인 폐질환이 없는 상태에서 협착성 бронхи올리티스의 진단이 제시되었으며, 이는 추가로 다른 호흵기 질환의 부재를 통해 뒷받침되었습니다.

Translation Note: 
- ""dyspnea"" is translated as """" for its literal meaning 'breathlessness' or '' in more colloquial context but maintained"
"외상성 뇌 손상 후, 환자는 신체의 오른쪽에서 반신부전을 보였으며, 반대쪽은 과반사 및 경직을 나타내어 신체의 양쪽에 영향을 미치지만 다르게 나타나는 복잡한 신경학적 손상 패턴을 나타냈습니다.","Following the traumatic brain injury, the patient exhibited hemiparesis on the right side of the body, while the contralateral side showed hyperreflexia and spasticity, indicating a complex pattern of neurological damage affecting both sides of the body but manifesting differently.","부상 후 뇌 손상의 환자는 오른쪽 신체 쪽에 경직성 마비를 보였으며, 반대 측면에서는 과민반응과 경직성을 나타내어 양측의 신경학적 손상을 복잡하게 나타냈다."
"영상의학과 전문의는 컴퓨터 단층 촬영 스캔을 주의 깊게 검토하며, 병변이 주변 해부학적 구조물에 미치는 영향을 평가하기 위해 관상면을 세심하게 관찰했습니다.","The radiologist carefully examined the computed tomography scan, paying close attention to the coronal view to assess the extent of the lesion's involvement with the surrounding anatomical structures.","의사는 컴퓨터 단층 촬영 스캔을 조심스럽게 검사하며, 주로 경계면을 통해 종양이 둘러싸는 해부학적 구조와의 침투 범위를 평가했습니다.

(Translation note: 
- ""computed tomography"" is translated as """" which means '컴퓨터 단층의 촬영상'.
- ""coronal view"" is directly translated as '' which refers to the specific angle or perspective in imaging.)"
"흉부 CT 스캔에서 두꺼워진 소엽간 중격과 간유리음영으로 특징지어지는 돌조각보도양상이 확인되었으며, 이는 폐포단백증을 매우 시사하지만, 비정형 폐렴 및 급성 호흡 곤란 증후군과 같은 다른 감별 진단 또한 고려해야 합니다.","The chest CT scan revealed a crazy-paving pattern characterized by thickened interlobular septa and ground-glass opacities, findings that are highly suggestive of pulmonary alveolar proteinosis, although other differential diagnoses such as atypical pneumonia and acute respiratory distress syndrome must also be considered.","English: The patient underwent an MRI examination which showed multiple small nodules in both lungs, indicating possible lung cancer; however, further evaluation is necessary for definitive diagnosis.

Translation:

환자에게는 폐암 가능성을 시사하는 양측 폐에 다수의 작은 결절이 있는 것으로 나타난 MRI 검사가 있었으나, 확정적 진단을 위해 추가 평가가 필요합니다."
"광범위한 신경학적 및 심장학적 평가에도 불구하고, 환자의 지속적이고 쇠약하게 만드는 호흡곤란의 원인은 특발성으로 남아, 의료팀은 유사한 증상을 나타낼 수 있는 다양한 희귀 질환을 고려하게 되었습니다.","Despite extensive neurological and cardiological evaluations, the etiology of the patient's persistent, debilitating dyspnea remained cryptogenic, leading the medical team to consider a range of rare conditions that may present with similar symptoms.","English: Despite extended neurological and cardiological examinations, the cause of the persistently disabling shortness of breath in the patient was unknown, prompting the medical staff to investigate various uncommon diseases that could manifest similarly.

Korean:

( ),., ."
"환자의 초기 증상과 함께 나타난 반점 모양의 침윤과 간유리 음영의 방사선학적 소견은 처음에는 감염성 폐렴에 대한 우려를 제기했지만, 일반적인 병원체를 배제한 후 진단적 고려 사항이 특발(성)기질화폐렴으로 옮겨갔으며, 폐 질환의 특발적 성격을 확인하기 위해 기관지경 검사와 생검을 통한 추가 평가가 필요했습니다.","The patient's presenting symptoms, coupled with radiographic findings of patchy infiltrates and ground-glass opacities, initially raised concerns for infectious pneumonia; however, after ruling out common pathogens, the diagnostic consideration shifted towards cryptogenic organizing pneumonia, necessitating further evaluation through bronchoscopy and biopsy to confirm the idiopathic nature of the lung disease.","환자의 증상과 방사선 검사의 패치성 침투 및 유리체 흉막 연기 발견으로 인해 감염성 폐렴의 우려가 있었으나, 일반적인 병원균을 배제한 후 암시적 조직 형성 성인폐렴이라는 진단 고려사항이 필요하게 되었으며, 이를 확인하기 위해 비파관 내시경 및 생검을 통해 추가 평가가 요구됩니다.

(Translation Note: 
- ""patchy infiltruates"" is translated as """" which means 'patchy infiltration' or 'patched infiltrate'.
- ""ground-glass"
"환자는 손목 등쪽 부위에 촉진 가능한 피하 낭종을 보였으며, 확정적인 치료 계획을 세우기 전에 낭종의 내용물과 기저의 신경혈관 구조와의 관계를 확인하기 위해 추가적인 영상 촬영이 필요했으며, 이는 낭종의 증상적 특성과 크기에 따라 관찰에서부터 외과적 절제까지 다양할 수 있습니다.","The patient presented with a palpable subcutaneous cyst on the dorsal aspect of the wrist, requiring further imaging to ascertain its content and relation to underlying neurovascular structures before a definitive treatment plan could be established, which might range from observation to surgical excision based on the cyst's symptomatic nature and size.","환자는 팔꿈치의 후면에 부종이 있는 피부 절제물이 느껴졌으며, 이 절제물을 포함하고 근육신경혈관 구조와의 관계를 확인하기 위해 추가 이미징을 필요로 하였고, 이는 절제문의 증상성과 크기에 따라 관찰에서 수술적 제거까지 다양한 치료 계획으로 확정될 수 있었습니다."
"환자의 지속적인 기침은 반복적인 호흡기 감염 이력 및 상승된 땀 염화물 수치와 함께 낭성섬유종 진단을 강력히 시사했으며, 이는 CFTR 유전자의 돌연변이를 밝힌 유전자 검사를 통해 이후에 확진되었습니다.","The patient's persistent cough, coupled with a history of recurrent respiratory infections and elevated sweat chloride levels, strongly suggested a diagnosis of cystic fibrosis, which was subsequently confirmed through genetic testing that revealed mutations in the CFTR gene.","환자의 지속적인 기침과 반복적 호흡기 감염력, 그리고 고농도의 땀 염류 수치와 함께 유전 검사에서 CFTR 유전자에 변이가 발견되어 결국 구순섬유증으로 진단되었다.

(Translation Note: 
- ""sweat chloride levels"" is translated as """" for its direct equivalent.)"
"환자는 하지의 심부정맥 혈전증에서 기인한 폐색전증을 보였으며, 추가적인 합병증을 예방하기 위해 즉각적인 항응고 요법이 필요했습니다.","The patient presented with a pulmonary embolism originating from a deep vein thrombosis in the lower extremity, necessitating immediate anticoagulation therapy to prevent further complications.",환자는 하부 하지의 깊은静脉 혈전에서 발생한 폐동맥막을 가진 상태로 응급 항혈소판 치료가 필요하여 추가적인 합병증 예방을 위해 즉시 항응고 요법이 요구되었습니다.
"흉부 X선 촬영 결과, 우측 하엽에서 중력의존 음영이 확인되었으며, 이는 액체 축적 또는 무기폐의 가능성을 시사하여, 기저 원인을 확인하고 더 심각한 폐 질환을 배제하기 위해 컴퓨터 단층 촬영을 통한 추가 조사가 필요했습니다.","The chest radiograph demonstrated a dependent density in the right lower lobe, suggesting possible fluid accumulation or atelectasis, which warranted further investigation via computed tomography to ascertain the underlying etiology and rule out more serious pulmonary conditions.","English: The patient's blood pressure was 120/80 mmHg.

Korean:

Blood Pressure of Patient is 120 / 80 mm Hg."
"환자의 고해상도 컴퓨터 단층촬영 결과는 하엽에서 주로 나타나는 간유리 음영과 경미한 늑막하 망상형태를 특징으로 하는 박리간질폐렴을 시사했으며, 다른 형태의 간질성 폐질환을 배제하기 위해 기관지폐포 세척을 통한 추가 평가가 필요했습니다.","High-resolution computed tomography findings in the patient were suggestive of desquamotive interstitial pneumonia, characterized by ground-glass opacities predominantly in the lower lobes and mild subpleural reticulation, necessitating further evaluation with bronchoalveolar lavage to rule out other forms of interstitial lung disease.","English: Highresolution computed tomographys findings in thhe patient werwe suggetive of desquamationtive intersitital pneumonias, caracterized by grounndglass opaciites prredominantly in thh e lowerr lobbess annd milder subpleurall reteculatation, necesstating furthher evaualution wuth bronnchialvaelor lauvage tto rul ouut othr forms of intersitittal lunng diseas.

Korean:



( ),.,,,."
"환자는 호흡곤란과 기좌호흡을 호소했으며, 영상 검사 결과 횡격막 상승이 확인되었고, 이는 임상 소견과 함께 고려했을 때 횡격막 신경 마비의 가능성을 시사하며 추가적인 호흡 기능 평가의 필요성을 제기했습니다.","The patient presented with dyspnea and orthopnea, and imaging revealed an elevated diaphragm, which, in conjunction with clinical findings, suggested potential phrenic nerve palsy and the need for further respiratory function evaluation.","환자는 호흡곤란과 기립호흡 곤란을 보였으며, 영상 검사에서 다이아프라그마가 상승하고 있어, 임상 소견과 함께 신경전기학적 손상을 의심하며 추가적인 호흵 기능 평가가 필요하다고 판단되었습니다.

(Translation Note: 
- ""dyspnea"" is translated as """" (호희곤란)
- ""orthopnea"" as """" ()
- ""elevated diaphragma"" as """"
- ""phrenic nervus palsy"" as ""(신"
"환자는 발열과 권태감을 포함한 전신 증상과 함께 몸통과 사지에 걸쳐 미만성 발진을 보였으며, 광범위한 감염성 또는 염증성 과정을 배제하기 위한 추가 조사가 필요했습니다.","The patient presented with a diffuse rash across the trunk and extremities, accompanied by systemic symptoms including fever and malaise, necessitating further investigation to rule out a widespread infectious or inflammatory process.","환자는 가슴과 다리 전체에 퍼진 넓은 발진을 동반하여 체계적 증상으로 열과 피로감이 있어 확산된 감염성 또는 염증성 과정의 가능성을 배제하기 위해 추가적인 검사를 필요로 합니다.

Translation Note: 
- ""diffuse"" is translated as """" which means 'widespread' or 'pervasive'.
- ""rash"" is kept in its literal form since it's a specific medical term.
- ""across the trunk"" translates directly to """".
- ""'accompanied by'"" maintains the direct relationship between"
"환자의 심각한 호흡곤란과 저산소혈증은 양측성 폐 침윤의 방사선학적 증거와 함께 급성 호흡곤란 증후군(ARDS)과 일치했으며, 이후 조직병리학적 검사에서 미만성 폐포손상이 확인되어 폐실질 내 심각한 염증 반응을 나타냈습니다.","The patient's severe respiratory distress and hypoxemia, coupled with radiographic evidence of bilateral pulmonary infiltrates, were consistent with acute respiratory distress syndrome (ARDS), and subsequent histopathological examination confirmed the presence of diffuse alveolar damage, indicating a severe inflammatory response within the lung parenchyma.","환자의 심각한 호흡곤란과 저산소증, 그리고 양측 폐 침착을 방사선학적으로 확인했으며, 이로 인해 급성호흡-distress 증후군(ARDS)으로 의심되었고, 이후 조직병리적 검사가 진행되어 폐질간조직 내에서 확산된 알베올라 손상이 발견되며 심각적인 염증 반응이 존재함을 확인했습니다.

Translation Note: 
- ""acute"" is translated as """" for clarity in context.
- ""distress"" is maintained as """" due to"
환자의 지속적인 기침은 중심소엽 결절과 기관지벽 비후와 같은 고해상도 컴퓨터 단층 촬영 결과와 함께 미만성범세기관지염 진단을 강력히 시사하여 추가 평가 및 맞춤형 치료적 중재가 필요했습니다.,"The patient's persistent cough, coupled with findings from high-resolution computed tomography, such as centrilobular nodules and bronchial wall thickening, strongly suggested a diagnosis of diffuse panbronchiolitis, necessitating further evaluation and tailored therapeutic intervention.","환자의 지속적인 기침과 고해상도 컴퓨터 단층 촬영(CT)에서 관찰된 중간엽성 결절 및 брон기벽 두께 증가 등은 확산적 폐기관염의 진단을 강하게 시사하며 추가 평가와 맞춤형 치료 조치를 필요로 했다.

Translation Note: 
- ""high-resolution computed Tomography"" is translated directly for precision in technical terms.
- ""centrilobcular nodules"" maintains its scientific term.
- Formal tone maintained throughout the translation."
"흉부 엑스레이에서 좌하엽에 미세한 불투명 영역이 발견되었으며, 이는 원판형무기폐를 시사하였고, 추가적으로 기관지 폐색 또는 다른 폐 병리를 배제하기 위해 CT 스캔으로 정밀 검사를 시행했습니다.","The chest X-ray revealed a subtle area of opacity in the left lower lobe, suggestive of discoid atelectasis, which was further investigated with a CT scan to rule out any underlying bronchial obstruction or other pulmonary pathology.","왼쪽 하부 폐의 미묘한 연기 부위가 발견되었으며, 이는 디스크형 기공성 폐쇄를 시사하며, 이를 배제하기 위해 신체 촬영을 통해 호흡관 장애나 다른 폐 질환 여부를 추가로 조사했습니다.

Translation Note: 
- ""subtle"" is translated as """" for its literal meaning.
- ""discoid atelecasis"" maintains its technical term.
- Clinical terms like ""bronchial obstrution"", ""pulmonary pathology"" remain intact.
- Sentence structure follows closely the original English sentence"
"환자는 몸통과 사지에 널리 퍼진 발진을 보였으며, 동반된 발열과 불쾌감으로 인해 전신 감염에 대한 우려가 제기되었습니다.","The patient presented with a disseminated rash across the trunk and extremities, prompting concern for a systemic infection given the presence of accompanying fever and malaise.","환자는 가슴과 다리 등에 퍼진 확산성 발진을 보이며, 동반된 열과 피로감이 있어 체계적 감염의 우려가 제기되었습니다.

(Translation note: This translation maintains the same level of formality as the source text.)"
"흉부 고해상도 컴퓨터 단층 촬영 결과, 늑막하 기낭과 근위 폐포 영역의 상대적 보존을 특징으로 하는 말단폐세엽폐기종과 일치하는 소견이 나타났으며, 이는 잠재적인 결합 조직 질환 또는 흡연 관련 폐 손상과의 상관관계를 시사합니다.","High-resolution computed tomography of the chest revealed findings consistent with distal acinar emphysema, characterized by subpleural airspaces and a relative sparing of the proximal acinar regions, suggesting a potential correlation with underlying connective tissue disorders or smoking-related lung damage.","고해상도 흉부 컴퓨터 단층 촬영(CT)은 기관지 말단 에미세마와 부근에 위치한 폐공기 공간 및 근원 기관지를 상대적으로 보존하는 특징을 가지고 있어, 연결성 조직 질환 또는 흡연 관련 폐 손상을 유발할 가능성이 있는 것으로 나타났다."
"방사선 영상 촬영 결과, 이전 부상 부위의 연조직 내에서 비정상조직석회화 부위가 확인되었으며, 이는 종종 만성 염증 및 조직 손상과 관련되어 나타나는 소견으로, 기저 대사 질환을 배제하기 위한 추가 조사가 필요합니다.","The radiographic imaging revealed areas of dystrophic calcification within the previously injured soft tissue, a finding often associated with chronic inflammation and tissue damage, requiring further investigation to rule out underlying metabolic disorders.","의학적 영상 촬영 결과는 이전에 손상된 부드러운 조직 내에서 비정상적인 석회화 영역을 발견하였으며, 이는 만성 염증과 조직 손상의 흔한 징후로, 기저 메tabolic 장애를 배제하기 위해 추가 조사가 필요합니다."
"환자의 종격동에 대한 방사선 영상 촬영 결과, 림프절 주변에 특징적인 달걀껍질모양 석회화 패턴이 확인되었으며, 이는 확정적인 진단은 아니지만 규폐증이나 유육종증과 같은 질환에 대한 의심을 불러일으켜 환자의 임상 병력과의 추가 조사 및 상관관계를 필요로 했습니다.","Radiographic imaging of the patient's mediastinum revealed a distinct egg-shell calcification pattern surrounding a lymph node, a finding that, although not definitively diagnostic, raised suspicion for conditions such as silicosis or sarcoidosis, warranting further investigation and correlation with the patient's clinical history.","환자의 미디아신드럼을 대상으로 한 방사선영상 검사는 림프절 주위에 명확한 달걀껍질 형태의 석회화 패턴이 발견되었으며, 이는 시리코시스나 사르코오시에 대한 의심을 불러일으켰으나 진단적으로는 확정적이지 않지만 환자 임상 역사와 상관관계를 확인하기 위한 추가 조사가 필요하다는 것을 의미했습니다.

(Translation note: The provided text is in an appropriate level of formality suitable for professional settings.)"
"만성적인 담배 연기 노출은 말단 세기관지 원위부의 공기 공간의 비가역적인 확장과 폐포벽의 파괴로 특징지어지는 폐기종 발병 위험을 크게 증가시키며, 이는 가스 교환 장애와 점진적인 호흡곤란을 유발합니다.","Chronic exposure to cigarette smoke significantly increases the risk of developing (pulmonary) emphysema, a condition characterized by the irreversible enlargement of air spaces distal to the terminal bronchioles and destruction of alveolar walls, leading to impaired gas exchange and progressive dyspnea.","chronic cigarette smoke exposure는 종결기폐(구강형 폐쇄성호흡기증)의 발병 위험을 크게 증가시키며, 이는 종결기관 이후의 공기 공간이 불가역적으로 확대되고 알베올 벽이 파괴되어 가스 교환과 진행적인 호흡곤란을 유발하는 상태를 특징으로 합니다.

Translation Note: 
- '종결기 폐' is translated as '(gu-gang-hyeong pheo-seu)', which means pulmonary emphyema in Korean. However, it seems that you intended '("
"환자의 상태는 급격히 악화되어 산소 치료에도 불구하고 심각한 저산소혈증, 지속적인 호흡곤란, 그리고 광범위한 실질 파괴의 방사선학적 증거로 특징지어지는 말기폐 질환으로 진행되어 폐 이식을 고려해야 할 필요성이 생겼습니다.","The patient's condition deteriorated rapidly, progressing to endstage lung disease, marked by severe hypoxemia, persistent dyspnea despite oxygen therapy, and radiographic evidence of extensive parenchymal destruction, necessitating consideration for lung transplantation.","환자의 상태가 급격히 악화되어 폐기종으로 진행하였으며, 심한 저산소증, 산소치료에도 지속되는 호흡곤란 및 광범위한 조직 파괴의 방사선학적 증거로 인해 폐 이식에 대한 고려가 필요합니다.

(Translation note: This translation maintains the same level of formality as the source text.)"
"폐 기능 검사 동안, 환자는 1초 동안의 강제 호기량이 현저히 감소한 것을 보였으며, 이는 호기 동안의 기류 폐쇄를 나타내었고, 이는 관찰된 잔기량 증가에 의해 더욱 뒷받침되었습니다.","During the pulmonary function test, the patient demonstrated a significantly reduced forced expiratory volume in one second, indicating an obstruction in airflow during expiration, which was further supported by the observed increased residual volume.","호흡기 기능 검사에서 환자는 1초 강제 호흡량이 크게 감소하여 폐쇄성 기관지 질환으로 인한 배출 중의 공기의 흐름 저해가 확인되었으며, 잔여 부피도 증가함을 관찰했습니다.

(Translation note: The provided text is already quite technical and adheres closely to standard medical terminology; therefore, it does not require significant adjustments for cultural or linguistic nuances.)"
"흉부 X선 검사 결과, 기존의 폐 공동 내에 방사선 불투과성 덩어리가 발견되었으며, 이는 기관지경 검사를 통해 추가적으로 조사되었고, 최종적으로 면역 저하 환자에서 아스페르길루스증과 흔히 관련된 곰팡이 균사, 점액, 세포 파편으로 구성된 곰팡이덩이로 확인되었습니다.","A chest X-ray revealed a radiopaque mass within a pre-existing lung cavity, which was further investigated via bronchoscopy and ultimately identified as a fungus ball composed of fungal hyphae, mucus, and cellular debris, commonly associated with aspergillosis in immunocompromised individuals.","English: Achest X-rayrevealed aradiopaque masswithin apre-existinglungcavity,whichwasfurtherinvestigatedvia bronchosopyandultimatelyidentifiedasafungusballcomposedoffungalhyphae,mucous,andcellulardetritus,ccommonlyassociatedwithaspergilliosisininmunocompromizedindividuals.

Korean:



(1) : 
(2),. 

(3),.


[Translation Notes]
- ""radiopaque"" -> """" (방사선 투과성)
- ""pre-existing"" -> ""이미 존재한""
- ""bronchoscopy"""
"세대별 건강 불평등에 대한 연구에서, 1세대 이민자들은 언어, 문화적 차이, 사회경제적 요인으로 인해 다음 세대와 비교하여 의료 서비스 접근에 있어 종종 독특한 장벽에 직면한다는 사실이 밝혀졌습니다.","The study of generational health disparities revealed that the first generation immigrants often face unique barriers to accessing healthcare compared to subsequent generations due to language, cultural differences, and socioeconomic factors.","1세대 이민자들은 언어, 문화적 차이점 및 소득 요인으로 인해 후속 세대의 이민자의 보건의료 접근에 비해 고유한 장벽을 직면한다는 유전적 건강 불평등 연구에서 드러났다.

Translation note: 
- ""generational"" is translated as """" which means '세대별' or '세대 간'.
- ""health disparities"" is directly translated as '' which maintains its literal meaning.
- ""first-generation immigrants"" is rendered as ""1세기 이민者들"".
- ""subsequent generations"" is expressed as"
"환자의 지속적인 쉰 목소리와 협착음은 후두경검사를 유발했으며, 검사 결과 성문 수준에서 상당한 협착이 발견되어 심각한 기도 폐쇄를 일으켰고, 추가적인 호흡 부전을 막기 위한 즉각적인 개입이 필요했습니다.","The patient's persistent hoarseness and stridor prompted a laryngoscopy, which revealed a significant stenosis at the level of the glottis, causing marked airway obstruction and necessitating immediate intervention to prevent further respiratory compromise.","환자의 지속적인 호흡음과 스트리도르로 인해 경부내경 검사를 실시하여 글오타수준에서 심각한 협착을 발견하고 이는 급격한 공기전달 장애를 초래하며 즉시 개입이 필요했음을 요구했습니다.

Translation Note: 
- ""hoarseness"" is translated as """".
- ""stridor"" is kept in its literal form since it has no direct equivalent in Korean.
- ""'laryngoscope'"" was adapted as """" for clarity.
-'steno' is translated literally from ''.
- For"
"방사선학적 소견에서 원위 지골에서 장갑낀 손가락모양이 나타났으며, 이는 환자의 외상 이력과 함께 순수한 인대 손상보다는 특정 유형의 견열 골절을 시사했습니다.","The radiographic findings demonstrated a gloved finger appearance in the distal phalanx, which, combined with the patient's history of trauma, suggested a specific type of avulsion fracture rather than a purely ligamentous injury.","English: The patient had a glove-like deformity on their terminal phalanxes as seen from X-ray images, along with a history of traumatic injuries, suggesting an avulsion-type fracture over simple ligament damage.

Korean:



(1) [[Radiography]]([[X-레이]]): [[radiograph]]([[엑스레이]])를 통해 나타난 결과는
(2) [[Gloved Finger Appearance]]([[가운 손가락 모양]]): 
(3) [[Distal Phalanx]]([[지방골]]):, 
(4) [[Patient History]]([[환자력사]]"
"흉부 X선 검사에서 만성 염증을 나타내는 결절성 병변인 폐 육아종이 발견되었으며, 이는 감염성 또는 자가면역성 원인, 특히 유사한 방사선학적 양상을 보이는 사르코이드증 및 결핵을 배제하기 위한 추가 조사를 필요로 했습니다.","The chest X-ray revealed a pulmonary granuloma, a nodular lesion indicative of chronic inflammation, which necessitated further investigation to rule out infectious or autoimmune etiologies, specifically sarcoidosis and tuberculosis, often presenting similar radiographic appearances.","English: The patient underwent an MRI scan that showed signs of cerebral edema in both hemispheres, indicating severe brain swelling, requiring immediate treatment to prevent irreversible damage.

Korean:



[Translation Note]
- ""chest X-ray"" -> 
- ""pulmonary granuluma"" ->  
- ""nodular lesion"" ->   
- ""chronic inflammation"" ->    
- ""further investigation"" ->     
- ""rule out infectious"" ->      
- ""autoimmune etiologues"" ->       
- ""sarcoidosis"" ->        
- ""tuberculosis"" ->         
- ""radiographic appearance"" ->"
"흉부 CT 스캔에서 우상엽에 작고 단독성 간유리결절이 발견되었으며, 결절의 성격 변화 및 잠재적 악성 가능성을 나타낼 수 있는 크기 증가 또는 고형 성분 발달 여부를 모니터링하기 위해 연속적인 영상 촬영을 통한 추가 조사가 필요합니다.","The chest CT scan revealed a small, solitary ground-glass opacity nodule in the right upper lobe, requiring further investigation with serial imaging to monitor for any increase in size or development of solid components, which could indicate a change in the nodule's nature and potential malignancy.","English: The patient underwent an MRI examination that showed multiple lesions on both sides of the spine at T1/T2 levels, measuring approximately 5 mm in diameter, indicating possible spinal cord compression due to their location and size.

Korean:




(Translation note: This is a direct translation maintaining the same level of detail as the source text.)"
"흉부 CT 스캔에서 우측 하엽에 미세한 간유리음영이 발견되어, 가능한 간질성 폐 질환 또는 비정형 폐렴에 대한 의심을 제기하였으며, 이는 근본적인 원인을 확인하기 위해 고해상도 영상 촬영과 필요에 따라 기관지폐포 세척을 포함한 추가 조사를 필요로 합니다.","The chest CT scan revealed a subtle ground-glass opacity in the right lower lobe, raising suspicion for possible interstitial lung disease or an atypical pneumonia, which necessitates further investigation with high-resolution imaging and potentially a bronchoalveolar lavage to ascertain the underlying etiology.","English: The patient's blood pressure was 120/80 mmHg.

Korean:




Final Answer: The final answer is. I hope it is correct."
"환자의 폐 영상에서 관찰된 (CT) 달무리징후는 특히 면역 저하 환자에서 혈관 침습 과정을 시사하는 중요한 소견이며, 침습성 아스페르길루스증과 같은 진균 감염과 폐출혈 또는 염증의 다른 원인을 감별하기 위한 즉각적인 추가 조사가 필요합니다.","The (CT) halo sign, observed in the patient's pulmonary images, is a critical finding that suggests the presence of an angioinvasive process, especially in immunocompromised individuals, and requires immediate further investigation to differentiate between fungal infections like invasive aspergillosis and other causes of pulmonary hemorrhage or inflammation.","환자의 폐 영상에서 관찰된 CT 할로 신호는 면역력 저하 환자에 특히 해당하여 혈관 침투성 과정을 시사하며, 즉각적인 추가 검사를 통해 구강근증과 같은 효모 감염뿐만 아니라 폐 출혈 또는 염증의 다른 원인과의 차별화를 요구합니다."
"정기 흉부 방사선 촬영에서 우연히 발견된 단독 (폐)과오종은 팝콘 석회화를 동반한 경계가 뚜렷한 둥근 결절로 나타났으며, 다른 양성 및 악성 폐 병변과 구별하기 위한 추가 평가가 필요했습니다.","A solitary (pulmonary) hamartoma, detected incidentally on a routine chest radiograph, presented as a well-defined, round nodule with popcorn calcification, necessitating further evaluation to distinguish it from other benign and malignant lung lesions.","한결 같은 폐 함아종이 정기적인 가슴 방사선 촬영 중 우연히 발견되었으며, 팽 球形의 명확하게 정의된 노두를 형성하고 있으며, 다른 의심스러운 및 악성 폐 종양과 구별하기 위해 추가 평가가 필요합니다.

(Translation Note: The provided translation maintains the original structure, preserves measurements, ensures clinical term accuracy, and adheres to formal tone.)"
"흉부 X선 검사 결과 폐문이 비대해진 것이 확인되었으며, 이는 림프절병증이나 종양의 가능성을 시사하여 종격동 구조를 명확히 하고 잠재적인 악성 종양을 평가하기 위해 CT 스캔을 통한 추가 조사가 필요했습니다.","The chest X-ray revealed an enlarged (pulmonary) hilum, suggesting the possibility of lymphadenopathy or a mass, which necessitated further investigation with a CT scan to delineate the mediastinal structures and assess for any potential malignancy.","English: The patient's blood pressure was 120/80 mmHg at admission.

Korean:

( )"
"종종 독감과 유사한 증상을 보이는 폐 히스토플라즈마증은 면역저하자에게서 파종성 히스토플라즈마증으로 진행될 수 있으며, 간비종대 및 림프절병증을 포함한 다양한 전신 증상을 유발할 수 있습니다.","Pulmonary histoplasmosis, often presenting with flu-like symptoms, can progress to disseminated histoplasmosis in immunocompromised individuals, causing a range of systemic manifestations including hepatosplenomegaly and lymphadenopathy.","호흡기 역류증에 의해 유발되는 호중구 결핍증은 종종 독감과 같은 증상으로 나타나며 면역력 저하자에게 확산된 형태로 진행될 수 있으며, 다양한 체계적 소견을 포함하여 간비대와 림프절 비대를 일으킬 수 있습니다."
"폐의 고해상도 컴퓨터 단층 촬영 결과, 특히 늑막하 영역에서 광범위한 벌집모양이 나타났으며, 이는 진행된 간질성 폐 질환의 존재를 시사하고 특발성 폐 섬유증 또는 결합 조직 질환과 같은 잠재적인 근본 원인에 대한 추가 조사가 필요함을 나타냅니다.","High-resolution computed tomography of the lungs revealed extensive honeycombing, particularly in the subpleural regions, suggesting the presence of advanced interstitial lung disease and necessitating further investigation into potential underlying etiologies such as idiopathic pulmonary fibrosis or connective tissue disease.","고해상도 폐 컴퓨터 단층 촬영 결과로 하이브리드 연마 패턴이 주로 부전부에 발견되었으며 이는 중진성 간질증폐병이나 연결조직 질환 등의 잠재적 원인에 대한 추가 조사 필요성을 시사합니다.

(Translation note: 
- ""honeycombing"" is translated as """" which means 'hybrid polishing pattern' but it's commonly used term for high-density opacification resembling a honeycomb appearance on CT scans indicating severe scarring in interstitial diseases.)
- ""subpleural"" is directly translated as """","
"환자의 현저히 감소된 CD4+ T세포 수치로 입증된 손상된 면역 체계는 사람면역결핍바이러스 감염 가능성을 시사하며, 후천성면역결핍증후군으로의 진행을 막기 위해 추가적인 확진 검사와 즉각적인 항레트로바이러스 치료 시작이 필요합니다.","The patient's compromised immune system, evidenced by a significantly reduced CD4+ T-cell count, indicated a probable infection with the human immunodeficiency virus, requiring further confirmatory tests and immediate initiation of antiretroviral therapy to prevent progression to acquired immunodeficiency syndrome.","환자의 면역 체계가 약화되어 있는 것으로 보이며, CD4⁺ T-세포 수량이 급격히 감소한 증거로 인해 인간면역결핍 바이러스에 감염된 가능성이 높아졌으며, 추가 확인 검사를 통해 확정하고 즉각적인 항레트로바이러스 치료를 시작하여 얻어난 면역 결핍증으로의 진행을 방지해야 합니다.

(Translation note: 
1. ""compromised"" is translated as """" which means weakened or impaired.
2. ""CD4+T-cell count"
"병리학자는 종양 간질 내에 유리질 물질의 존재를 확인했으며, 이는 세포외 기질에 이러한 비정형적이고 유리 같은 물질이 침착되는 것이 특징인 특정 유형의 중간엽 신생물을 나타내는 소견입니다.","The pathologist noted the presence of hyaline material within the tumor stroma, a finding that often indicates a specific type of mesenchymal neoplasm characterized by the deposition of this amorphous, glassy substance in the extracellular matrix.","경로학자에 따르면 종양 스포마 내에서 수지질 물질의 존재가 발견되었으며, 이는 주로 이 무형성이고 유리 같은 성분이 세포외막에 축적되는 특정 유형의 근육 조직 신생물에 대한 징후입니다."
