output,input,translated
"외상성 뇌 손상 후, 환자는 신체의 오른쪽에서 반신부전을 보였으며, 반대쪽은 과반사 및 경직을 나타내어 신체의 양쪽에 영향을 미치지만 다르게 나타나는 복잡한 신경학적 손상 패턴을 나타냈습니다.","Following the traumatic brain injury, the patient exhibited hemiparesis on the right side of the body, while the contralateral side showed hyperreflexia and spasticity, indicating a complex pattern of neurological damage affecting both sides of the body but manifesting differently.",뇌 손상 후 환자는 상반된 측면에서 경련을 보였고 반대쪽은 과민성과 발작성을 나타내며 복잡한 신경학적 손상을 모두 영향을 미치지만 다른 방식으로 표현되었다는 것을 보여주었다.
"영상의학과 전문의는 컴퓨터 단층 촬영 스캔을 주의 깊게 검토하며, 병변이 주변 해부학적 구조물에 미치는 영향을 평가하기 위해 관상면을 세심하게 관찰했습니다.","The radiologist carefully examined the computed tomography scan, paying close attention to the coronal view to assess the extent of the lesion's involvement with the surrounding anatomical structures.",영상진단전문가가 컴퓨터 단층촬영 스캔을 꼼꼼히 검사하여 주변 해부학적 구조와 병변이 침범하는 정도를 평가하기 위해 왕관면에 집중하였다.
"흉부 CT 스캔에서 두꺼워진 소엽간 중격과 간유리음영으로 특징지어지는 돌조각보도양상이 확인되었으며, 이는 폐포단백증을 매우 시사하지만, 비정형 폐렴 및 급성 호흡 곤란 증후군과 같은 다른 감별 진단 또한 고려해야 합니다.","The chest CT scan revealed a crazy-paving pattern characterized by thickened interlobular septa and ground-glass opacities, findings that are highly suggestive of pulmonary alveolar proteinosis, although other differential diagnoses such as atypical pneumonia and acute respiratory distress syndrome must also be considered.",흉부 CT 스캔에서 두꺼워진 간엽간 분절과 지면 유리체가 특징인 미친 포장 패턴이 발견되었으며 이는 폐포 단백질증을 암시하는 것으로 다른 감별 진단으로는 비정형 폐렴 및 급성 호흡곤란 증후군도 고려되어야 한다.
"광범위한 신경학적 및 심장학적 평가에도 불구하고, 환자의 지속적이고 쇠약하게 만드는 호흡곤란의 원인은 특발성으로 남아, 의료팀은 유사한 증상을 나타낼 수 있는 다양한 희귀 질환을 고려하게 되었습니다.","Despite extensive neurological and cardiological evaluations, the etiology of the patient's persistent, debilitating dyspnea remained cryptogenic, leading the medical team to consider a range of rare conditions that may present with similar symptoms.",의료진은 심장과 신경학적 평가를 통해 환자의 지속적인 폐쇄성 호흡곤란증의 병인은 암시되지 않았고 유사한 증상을 보이는 희귀 질환을 고려하게 되었다.
"환자의 초기 증상과 함께 나타난 반점 모양의 침윤과 간유리 음영의 방사선학적 소견은 처음에는 감염성 폐렴에 대한 우려를 제기했지만, 일반적인 병원체를 배제한 후 진단적 고려 사항이 특발(성)기질화폐렴으로 옮겨갔으며, 폐 질환의 특발적 성격을 확인하기 위해 기관지경 검사와 생검을 통한 추가 평가가 필요했습니다.","The patient's presenting symptoms, coupled with radiographic findings of patchy infiltrates and ground-glass opacities, initially raised concerns for infectious pneumonia; however, after ruling out common pathogens, the diagnostic consideration shifted towards cryptogenic organizing pneumonia, necessitating further evaluation through bronchoscopy and biopsy to confirm the idiopathic nature of the lung disease.",환자의 증상과 반점 침윤 및 지대 유리 투명성의 방사선 소견을 결합하여 초기에 감염성 폐렴으로 우려되었으나 일반 병원균 배제 후 암호화 기관지 폐렴 진단 고려가 암시 질환이 되도록 확진을 위해 기관 조영술 및 생검을 통해 추가 평가를 필요로 했다.
"환자는 손목 등쪽 부위에 촉진 가능한 피하 낭종을 보였으며, 확정적인 치료 계획을 세우기 전에 낭종의 내용물과 기저의 신경혈관 구조와의 관계를 확인하기 위해 추가적인 영상 촬영이 필요했으며, 이는 낭종의 증상적 특성과 크기에 따라 관찰에서부터 외과적 절제까지 다양할 수 있습니다.","The patient presented with a palpable subcutaneous cyst on the dorsal aspect of the wrist, requiring further imaging to ascertain its content and relation to underlying neurovascular structures before a definitive treatment plan could be established, which might range from observation to surgical excision based on the cyst's symptomatic nature and size.","환자가 손목의 등면에 촉진성 피하 낭종을 보였고 그 내용과 기저 신경 혈관 구조와 관련이 있는지 확인하기 위해 추가 이미지를 필요로 하며, 이 치료 계획은 관찰에서 수술적 절제까지 다양한 방식으로 나아갈 수 있으며, 이는 낭자의 증상 및 크기에 따라 결정된다."
"환자의 지속적인 기침은 반복적인 호흡기 감염 이력 및 상승된 땀 염화물 수치와 함께 낭성섬유종 진단을 강력히 시사했으며, 이는 CFTR 유전자의 돌연변이를 밝힌 유전자 검사를 통해 이후에 확진되었습니다.","The patient's persistent cough, coupled with a history of recurrent respiratory infections and elevated sweat chloride levels, strongly suggested a diagnosis of cystic fibrosis, which was subsequently confirmed through genetic testing that revealed mutations in the CFTR gene.",환자의 지속적인 기침과 재발성 호흡기 감염의 병력 및 땀 염분 수치 상승은 결국 CFTR 유전자 돌연변이를 밝혀내는 유전적 검사를 통해 후에 확인된 낭포 섬유증 진단을 강하게 시사했다.
"환자는 하지의 심부정맥 혈전증에서 기인한 폐색전증을 보였으며, 추가적인 합병증을 예방하기 위해 즉각적인 항응고 요법이 필요했습니다.","The patient presented with a pulmonary embolism originating from a deep vein thrombosis in the lower extremity, necessitating immediate anticoagulation therapy to prevent further complications.",환자는 하부 사지의 심장 정맥 혈전증에서 발생한 폐색종으로 인해 즉각적인 항응고 요법이 필요하여 추가 합병증을 예방하기 위해 환자에게 투여되었다.
"흉부 X선 촬영 결과, 우측 하엽에서 중력의존 음영이 확인되었으며, 이는 액체 축적 또는 무기폐의 가능성을 시사하여, 기저 원인을 확인하고 더 심각한 폐 질환을 배제하기 위해 컴퓨터 단층 촬영을 통한 추가 조사가 필요했습니다.","The chest radiograph demonstrated a dependent density in the right lower lobe, suggesting possible fluid accumulation or atelectasis, which warranted further investigation via computed tomography to ascertain the underlying etiology and rule out more serious pulmonary conditions.",흉부 방사선 촬영에서 우측 하엽에 의존성 밀도가 보이며 유수체 축적 또는 기관지 폐쇄를 시사하여 원인 규명 및 심각한 폐 질환을 배제하기 위해 컴퓨터 단층촬영 검사를 통해 추가 조사가 필요하였다.
"환자의 고해상도 컴퓨터 단층촬영 결과는 하엽에서 주로 나타나는 간유리 음영과 경미한 늑막하 망상형태를 특징으로 하는 박리간질폐렴을 시사했으며, 다른 형태의 간질성 폐질환을 배제하기 위해 기관지폐포 세척을 통한 추가 평가가 필요했습니다.","High-resolution computed tomography findings in the patient were suggestive of desquamotive interstitial pneumonia, characterized by ground-glass opacities predominantly in the lower lobes and mild subpleural reticulation, necessitating further evaluation with bronchoalveolar lavage to rule out other forms of interstitial lung disease.",고해상도 컴퓨터 단층 촬영 검사 결과 환자의 고유한 증상은 주로 하엽과 경막하 망상에 나타나는 유리 투명성 및 가벼운 경막내망상을 특징으로 하는 탈수증 간질 폐렴을 시사하며 다른 형태의 간질폐 질환을 배제하기 위해 기관지폐액 세척을 통한 추가 평가가 필요했다.
"환자는 호흡곤란과 기좌호흡을 호소했으며, 영상 검사 결과 횡격막 상승이 확인되었고, 이는 임상 소견과 함께 고려했을 때 횡격막 신경 마비의 가능성을 시사하며 추가적인 호흡 기능 평가의 필요성을 제기했습니다.","The patient presented with dyspnea and orthopnea, and imaging revealed an elevated diaphragm, which, in conjunction with clinical findings, suggested potential phrenic nerve palsy and the need for further respiratory function evaluation.",환자가 호흡 곤란과 정면 기립성 호흠곤란을 주소로 내원하여 영상 검사에서 상승된 흉막이 관찰되었고 임상 소견과 병행하여 천식 신경 마비의 가능성을 시사하며 추가적인 호흐 기능 평가가 필요함을 제시하였다.
"환자는 발열과 권태감을 포함한 전신 증상과 함께 몸통과 사지에 걸쳐 미만성 발진을 보였으며, 광범위한 감염성 또는 염증성 과정을 배제하기 위한 추가 조사가 필요했습니다.","The patient presented with a diffuse rash across the trunk and extremities, accompanied by systemic symptoms including fever and malaise, necessitating further investigation to rule out a widespread infectious or inflammatory process.",환자가 전신 발진과 함께 열 및 무기력증을 동반한 광범위 감염 또는 염증 과정을 배제하기 위해 추가 조사를 필요로 하는 부대 증상으로 환자에게서 전신발진이 나타났다.
"환자의 심각한 호흡곤란과 저산소혈증은 양측성 폐 침윤의 방사선학적 증거와 함께 급성 호흡곤란 증후군(ARDS)과 일치했으며, 이후 조직병리학적 검사에서 미만성 폐포손상이 확인되어 폐실질 내 심각한 염증 반응을 나타냈습니다.","The patient's severe respiratory distress and hypoxemia, coupled with radiographic evidence of bilateral pulmonary infiltrates, were consistent with acute respiratory distress syndrome (ARDS), and subsequent histopathological examination confirmed the presence of diffuse alveolar damage, indicating a severe inflammatory response within the lung parenchyma.","환자의 심각한 호흡곤란과 저산소증 및 방사선학적 증거로 인해 양측 폐침윤이 관찰되었으며, 이후 조직병리학 검사는 확산성 기종 손상 유무를 확인하여 폐실질 내의 중증 염증 반응을 나타냈다."
환자의 지속적인 기침은 중심소엽 결절과 기관지벽 비후와 같은 고해상도 컴퓨터 단층 촬영 결과와 함께 미만성범세기관지염 진단을 강력히 시사하여 추가 평가 및 맞춤형 치료적 중재가 필요했습니다.,"The patient's persistent cough, coupled with findings from high-resolution computed tomography, such as centrilobular nodules and bronchial wall thickening, strongly suggested a diagnosis of diffuse panbronchiolitis, necessitating further evaluation and tailored therapeutic intervention.",환자의 지속적인 기침과 고해상도 컴퓨터 단층 촬영에서 관찰되는 중심세포 결절 및 기관지벽의 두꺼워짐 등은 확산성 다기관염 진단을 강력하게 시사하여 추가 평가와 맞춤형 치료적 개입이 필요했다.
"흉부 엑스레이에서 좌하엽에 미세한 불투명 영역이 발견되었으며, 이는 원판형무기폐를 시사하였고, 추가적으로 기관지 폐색 또는 다른 폐 병리를 배제하기 위해 CT 스캔으로 정밀 검사를 시행했습니다.","The chest X-ray revealed a subtle area of opacity in the left lower lobe, suggestive of discoid atelectasis, which was further investigated with a CT scan to rule out any underlying bronchial obstruction or other pulmonary pathology.",흉부 엑스레이에서 왼쪽 하엽에 미세한 불투명 영역이 관찰되었고 이는 원통형 폐기종을 시사하며 기관지폐쇄나 기타 폐병리학적 병변의 배제를 위해 추가로 CT 스캔으로 조사되었다.
"환자는 몸통과 사지에 널리 퍼진 발진을 보였으며, 동반된 발열과 불쾌감으로 인해 전신 감염에 대한 우려가 제기되었습니다.","The patient presented with a disseminated rash across the trunk and extremities, prompting concern for a systemic infection given the presence of accompanying fever and malaise.",환자가 가슴과 사지에 전신 발진을 동반한 열 및 무기력 증세를 보이며 전신 감염의 우려가 되고 있다.
"흉부 고해상도 컴퓨터 단층 촬영 결과, 늑막하 기낭과 근위 폐포 영역의 상대적 보존을 특징으로 하는 말단폐세엽폐기종과 일치하는 소견이 나타났으며, 이는 잠재적인 결합 조직 질환 또는 흡연 관련 폐 손상과의 상관관계를 시사합니다.","High-resolution computed tomography of the chest revealed findings consistent with distal acinar emphysema, characterized by subpleural airspaces and a relative sparing of the proximal acinar regions, suggesting a potential correlation with underlying connective tissue disorders or smoking-related lung damage.","고해상도 흉부 컴퓨터 단층 촬영에서 원위부 세포성 폐기종과 일치하는 소견이 발견되었으며, 이는 근막하 공간 및 근원세포 부역의 상대적 절제로 특징지어져 기저연결조직질 장애 또는 흡연 관련 폐손상의 잠재적인 상관관계를 시사한다."
"방사선 영상 촬영 결과, 이전 부상 부위의 연조직 내에서 비정상조직석회화 부위가 확인되었으며, 이는 종종 만성 염증 및 조직 손상과 관련되어 나타나는 소견으로, 기저 대사 질환을 배제하기 위한 추가 조사가 필요합니다.","The radiographic imaging revealed areas of dystrophic calcification within the previously injured soft tissue, a finding often associated with chronic inflammation and tissue damage, requiring further investigation to rule out underlying metabolic disorders.","방사선 영상 촬영에서 이전에 손상된 연조직 내의 이형성 석회화 영역이 발견되었으며, 이는 만성 염증과 조직 손상의 흔적로 인식되며 기저 대사 장애를 배제하기 위해 추가 조사가 필요하다."
"환자의 종격동에 대한 방사선 영상 촬영 결과, 림프절 주변에 특징적인 달걀껍질모양 석회화 패턴이 확인되었으며, 이는 확정적인 진단은 아니지만 규폐증이나 유육종증과 같은 질환에 대한 의심을 불러일으켜 환자의 임상 병력과의 추가 조사 및 상관관계를 필요로 했습니다.","Radiographic imaging of the patient's mediastinum revealed a distinct egg-shell calcification pattern surrounding a lymph node, a finding that, although not definitively diagnostic, raised suspicion for conditions such as silicosis or sarcoidosis, warranting further investigation and correlation with the patient's clinical history.",환자의 중격막에 대한 방사선 영상 촬영에서 림프절을 둘러싸는 명확한 계란 껍질 석회화 패턴이 발견되었으며 이 소견은 확실히 진단할 수 없지만 실리코시스나 사르코이드증과 같은 조건의 의심을 불러일으키며 추가적인 조사와 환자 임상력과의 상관관계를 요구한다.
"만성적인 담배 연기 노출은 말단 세기관지 원위부의 공기 공간의 비가역적인 확장과 폐포벽의 파괴로 특징지어지는 폐기종 발병 위험을 크게 증가시키며, 이는 가스 교환 장애와 점진적인 호흡곤란을 유발합니다.","Chronic exposure to cigarette smoke significantly increases the risk of developing (pulmonary) emphysema, a condition characterized by the irreversible enlargement of air spaces distal to the terminal bronchioles and destruction of alveolar walls, leading to impaired gas exchange and progressive dyspnea.",chronic exposure to tobacco smoke는 말기 기관지로부터 원위부에 위치한 공기 공간의 불가역적인 확대와 폐포벽 파괴로 인해 가스 교환 장애 및 진행성 호흡곤란을 초래하는 상태인 폐종양증 발병 위험을 상당히 증가시킨다.
"환자의 상태는 급격히 악화되어 산소 치료에도 불구하고 심각한 저산소혈증, 지속적인 호흡곤란, 그리고 광범위한 실질 파괴의 방사선학적 증거로 특징지어지는 말기폐 질환으로 진행되어 폐 이식을 고려해야 할 필요성이 생겼습니다.","The patient's condition deteriorated rapidly, progressing to endstage lung disease, marked by severe hypoxemia, persistent dyspnea despite oxygen therapy, and radiographic evidence of extensive parenchymal destruction, necessitating consideration for lung transplantation.",환자의 상태가 급격히 악화되어 심각한 저산소혈증과 산소 치료에도 불구하고 지속적인 호흡곤란 및 방사선학적 상당한 실질 파괴 증거로 폐기종에 진행하여 폐 이식 고려 필요하였다.
"폐 기능 검사 동안, 환자는 1초 동안의 강제 호기량이 현저히 감소한 것을 보였으며, 이는 호기 동안의 기류 폐쇄를 나타내었고, 이는 관찰된 잔기량 증가에 의해 더욱 뒷받침되었습니다.","During the pulmonary function test, the patient demonstrated a significantly reduced forced expiratory volume in one second, indicating an obstruction in airflow during expiration, which was further supported by the observed increased residual volume.",호흡기 기능 검사 중 환자는 1초에 강제 호기량이 현저히 감소되어 폐쇄가 있는 것으로 나타났으며 이는 관찰된 잔여 부피 증가로 더욱 뒷받침되었다.
"흉부 X선 검사 결과, 기존의 폐 공동 내에 방사선 불투과성 덩어리가 발견되었으며, 이는 기관지경 검사를 통해 추가적으로 조사되었고, 최종적으로 면역 저하 환자에서 아스페르길루스증과 흔히 관련된 곰팡이 균사, 점액, 세포 파편으로 구성된 곰팡이덩이로 확인되었습니다.","A chest X-ray revealed a radiopaque mass within a pre-existing lung cavity, which was further investigated via bronchoscopy and ultimately identified as a fungus ball composed of fungal hyphae, mucus, and cellular debris, commonly associated with aspergillosis in immunocompromised individuals.",흉부 엑스레이 촬영에서 기존 폐동공 내 방사선투명 종괴가 발견되었고 이에 대한 후속 조사는 기관지경 검사를 통해 진행되어 면역저하 환자에게서 흔히 관찰되는 곰팡이 구체로 구성된 것으로 확인되었다.
"세대별 건강 불평등에 대한 연구에서, 1세대 이민자들은 언어, 문화적 차이, 사회경제적 요인으로 인해 다음 세대와 비교하여 의료 서비스 접근에 있어 종종 독특한 장벽에 직면한다는 사실이 밝혀졌습니다.","The study of generational health disparities revealed that the first generation immigrants often face unique barriers to accessing healthcare compared to subsequent generations due to language, cultural differences, and socioeconomic factors.",1세대 이민자들은 언어와 문화적 차이점과 사회경제적인 요인으로 인해 후속 세대에 비하여 의료 서비스 접근의 고유한 장벽을 직면하게 되는 것으로 나타났다.
"환자의 지속적인 쉰 목소리와 협착음은 후두경검사를 유발했으며, 검사 결과 성문 수준에서 상당한 협착이 발견되어 심각한 기도 폐쇄를 일으켰고, 추가적인 호흡 부전을 막기 위한 즉각적인 개입이 필요했습니다.","The patient's persistent hoarseness and stridor prompted a laryngoscopy, which revealed a significant stenosis at the level of the glottis, causing marked airway obstruction and necessitating immediate intervention to prevent further respiratory compromise.",환자의 지속적인 가래와 스트리도는 경부관의 심각한 협착을 유발하여 기도 폐쇄를 일으켰고 더 이상의 호흡 장애를 방지하기 위해 즉시 개입이 필요했기 때문에 인공호흡술로 밝혀졌다.
"방사선학적 소견에서 원위 지골에서 장갑낀 손가락모양이 나타났으며, 이는 환자의 외상 이력과 함께 순수한 인대 손상보다는 특정 유형의 견열 골절을 시사했습니다.","The radiographic findings demonstrated a gloved finger appearance in the distal phalanx, which, combined with the patient's history of trauma, suggested a specific type of avulsion fracture rather than a purely ligamentous injury.",방사선 소견에서 원위부 중족골에 손가락 모양이 보이는 것이 관찰되었으며 환자의 외상력과 결합하여 단순 인대손상을 제외하고 특정한 탈구성 골절을 시사하였다.
"흉부 X선 검사에서 만성 염증을 나타내는 결절성 병변인 폐 육아종이 발견되었으며, 이는 감염성 또는 자가면역성 원인, 특히 유사한 방사선학적 양상을 보이는 사르코이드증 및 결핵을 배제하기 위한 추가 조사를 필요로 했습니다.","The chest X-ray revealed a pulmonary granuloma, a nodular lesion indicative of chronic inflammation, which necessitated further investigation to rule out infectious or autoimmune etiologies, specifically sarcoidosis and tuberculosis, often presenting similar radiographic appearances.",흉부 엑스레이에서 폐 육아종과 만성염증을 나타내는 결절 병변이 발견되었으며 이는 감염 또는 자가면역 질환의 원인으로 배제하기 위해 추가 조사가 필요하며 특히 유사한 방사선 관찰을 보이는 종양 및 결핵 등에 대한 진단이 요구되었다.
"흉부 CT 스캔에서 우상엽에 작고 단독성 간유리결절이 발견되었으며, 결절의 성격 변화 및 잠재적 악성 가능성을 나타낼 수 있는 크기 증가 또는 고형 성분 발달 여부를 모니터링하기 위해 연속적인 영상 촬영을 통한 추가 조사가 필요합니다.","The chest CT scan revealed a small, solitary ground-glass opacity nodule in the right upper lobe, requiring further investigation with serial imaging to monitor for any increase in size or development of solid components, which could indicate a change in the nodule's nature and potential malignancy.","흉부 CT 스캔에서 우측 상엽에 작은 단일 육각 유기물 결절을 보였으며, 크기의 증가 또는 고형 성분의 발생을 모니터링하기 위해 연속 이미징으로 추가 조사가 필요하며 이 변화는 결절의 특성과 잠재적 악성을 나타낼 수 있다."
"흉부 CT 스캔에서 우측 하엽에 미세한 간유리음영이 발견되어, 가능한 간질성 폐 질환 또는 비정형 폐렴에 대한 의심을 제기하였으며, 이는 근본적인 원인을 확인하기 위해 고해상도 영상 촬영과 필요에 따라 기관지폐포 세척을 포함한 추가 조사를 필요로 합니다.","The chest CT scan revealed a subtle ground-glass opacity in the right lower lobe, raising suspicion for possible interstitial lung disease or an atypical pneumonia, which necessitates further investigation with high-resolution imaging and potentially a bronchoalveolar lavage to ascertain the underlying etiology.","흉부 CT 스캔에서 우측 하엽에 미묘한 지상 유리 연막이 관찰되어 간질성 폐 질환 또는 비정형 폐렴 가능성을 의심하게 되었으며, 이는 고해상도 영상 및 잠재적으로 기관지폐액 세척을 통한 근본적인 병인 확인을 필요로 한다."
"환자의 폐 영상에서 관찰된 (CT) 달무리징후는 특히 면역 저하 환자에서 혈관 침습 과정을 시사하는 중요한 소견이며, 침습성 아스페르길루스증과 같은 진균 감염과 폐출혈 또는 염증의 다른 원인을 감별하기 위한 즉각적인 추가 조사가 필요합니다.","The (CT) halo sign, observed in the patient's pulmonary images, is a critical finding that suggests the presence of an angioinvasive process, especially in immunocompromised individuals, and requires immediate further investigation to differentiate between fungal infections like invasive aspergillosis and other causes of pulmonary hemorrhage or inflammation.",환자의 폐 영상에서 관찰된 CT 호모 신호는 면역력 저하 환자에 특히 혈관 침투성 과정의 존재를 시사하며 즉시 다른 원인과 구별하기 위해 진균 감염을 포함한 침습 아스페르길루스와 같은 병변 또는 염증으로 인해 발생하는 폐 출혈 사이의 차이를 파악해야 하는 중요한 발견이다.
"정기 흉부 방사선 촬영에서 우연히 발견된 단독 (폐)과오종은 팝콘 석회화를 동반한 경계가 뚜렷한 둥근 결절로 나타났으며, 다른 양성 및 악성 폐 병변과 구별하기 위한 추가 평가가 필요했습니다.","A solitary (pulmonary) hamartoma, detected incidentally on a routine chest radiograph, presented as a well-defined, round nodule with popcorn calcification, necessitating further evaluation to distinguish it from other benign and malignant lung lesions.",정기적인 흉부 방사선 촬영에서 우연히 발견된 단일 폐 함아종은 팽팽한 반구 모양의 결절과 포도알 석회화로 나타나며 다른 양성 및 악성 폐 병변으로부터 구별하기 위해 추가 평가가 필요하다.
"흉부 X선 검사 결과 폐문이 비대해진 것이 확인되었으며, 이는 림프절병증이나 종양의 가능성을 시사하여 종격동 구조를 명확히 하고 잠재적인 악성 종양을 평가하기 위해 CT 스캔을 통한 추가 조사가 필요했습니다.","The chest X-ray revealed an enlarged (pulmonary) hilum, suggesting the possibility of lymphadenopathy or a mass, which necessitated further investigation with a CT scan to delineate the mediastinal structures and assess for any potential malignancy.",흉부 엑스레이에서 확장된 폐hilum이 발견되었고 림프절병증 또는 종괴의 가능성을 시사하여 중격 구조를 분리하고 잠재적인 악성종양을 평가하기 위해 추가 조사가 필요했다.
"종종 독감과 유사한 증상을 보이는 폐 히스토플라즈마증은 면역저하자에게서 파종성 히스토플라즈마증으로 진행될 수 있으며, 간비종대 및 림프절병증을 포함한 다양한 전신 증상을 유발할 수 있습니다.","Pulmonary histoplasmosis, often presenting with flu-like symptoms, can progress to disseminated histoplasmosis in immunocompromised individuals, causing a range of systemic manifestations including hepatosplenomegaly and lymphadenopathy.",폐역류성 히스토피아증은 종종 인플루엔자와 같은 증상을 나타내며 면역력 저하 환자의 확산된 히스톡 플라즈모시스로 진행될 수 있으며 간비대 및 림프절병을 포함한 다양한 전신적 소견을 유발한다.
"폐의 고해상도 컴퓨터 단층 촬영 결과, 특히 늑막하 영역에서 광범위한 벌집모양이 나타났으며, 이는 진행된 간질성 폐 질환의 존재를 시사하고 특발성 폐 섬유증 또는 결합 조직 질환과 같은 잠재적인 근본 원인에 대한 추가 조사가 필요함을 나타냅니다.","High-resolution computed tomography of the lungs revealed extensive honeycombing, particularly in the subpleural regions, suggesting the presence of advanced interstitial lung disease and necessitating further investigation into potential underlying etiologies such as idiopathic pulmonary fibrosis or connective tissue disease.",고해상도 폐 컴퓨터 단층 촬영에서 확장된 꿀골을 특히 흉막하 부위에 나타내어 진행성 간질성 폐 질환의 존재를 시사하며 특발성 폐 섬유증 또는 연조직 질환과 같은 잠재적 기저 병인에 대한 추가 조사가 필요하다.
"환자의 현저히 감소된 CD4+ T세포 수치로 입증된 손상된 면역 체계는 사람면역결핍바이러스 감염 가능성을 시사하며, 후천성면역결핍증후군으로의 진행을 막기 위해 추가적인 확진 검사와 즉각적인 항레트로바이러스 치료 시작이 필요합니다.","The patient's compromised immune system, evidenced by a significantly reduced CD4+ T-cell count, indicated a probable infection with the human immunodeficiency virus, requiring further confirmatory tests and immediate initiation of antiretroviral therapy to prevent progression to acquired immunodeficiency syndrome.",환자의 면역력이 저하된 상태는 CD4 +T 세포 수가 현저히 감소한 증거로 인해 인간면역결핍 바이러스에 대한 감염 가능성이 높아 추가 확인 테스트와 즉각적인 항레트로바이러스 치료를 통해 획득성 면역 결핍증후군으로의 진행을 방지해야 한다.
"병리학자는 종양 간질 내에 유리질 물질의 존재를 확인했으며, 이는 세포외 기질에 이러한 비정형적이고 유리 같은 물질이 침착되는 것이 특징인 특정 유형의 중간엽 신생물을 나타내는 소견입니다.","The pathologist noted the presence of hyaline material within the tumor stroma, a finding that often indicates a specific type of mesenchymal neoplasm characterized by the deposition of this amorphous, glassy substance in the extracellular matrix.",병리학자는 종양 스토마 내에 유한 물질의 존재를 주목하였는데 이는 종종 이 무형성 유약물질이 세포외 매트릭스에서 침착되는 특정 유형의 중간 신생물을 나타내는 발견이다.
"환자의 생검 결과, 선과 기질 세포의 수 증가로 특징지어지는 상당한 자궁내막 증식이 나타났으며, 비정형 증식 또는 악성 종양의 가능성을 배제하기 위한 추가 조사가 필요했습니다.","The patient's biopsy indicated significant endometrial hyperplasia, characterized by an increased number of glands and stromal cells, necessitating further investigation to rule out the possibility of atypical hyperplasia or malignancy.","환자의 조직검사에서 유방경부 과형성증이 심각하게 나타났으며, 이는 부비동 및 육아세포의 증가로 특징지어져 비정상적 과형 또는 악성을 배제하기 위한 추가 조사 필요하다."
"특발성 폐섬유증, IPF의 발병 기전에 대한 광범위한 연구에도 불구하고, 그 원인은 여전히 불분명하며 현재 치료법은 완치보다는 증상 관리와 질병 진행 속도를 늦추는 데 초점을 맞추고 있어 혁신적인 치료 접근법의 필요성을 강조합니다.","Despite extensive research into the pathogenesis of idiopathic pulmonary fibrosis, IPF, its etiology remains elusive, and current treatments primarily focus on managing symptoms and slowing disease progression rather than achieving a cure, underscoring the need for innovative therapeutic approaches.","IPF의 병원성에 대한 광범위한 연구에도 불구하고, 그 원인은 여전히 미궁에 빠져 있으며 현재 치료는 주로 증상을 관리하고 질병 진행을 늦추는 데 초점을 맞춤으로써 완치를 달성하는 대신 혁신적인 요법 접근이 필요함을 강조한다."
"생검 결과, 주로 림프구와 대식세포로 구성된 조밀한 염증성 침윤이 주변 조직으로 확장되어 나타났으며, 이는 미지의 항원에 대한 활성 면역 반응을 시사합니다.","The biopsy revealed a dense inflammatory infiltrate composed primarily of lymphocytes and macrophages, which extended into the surrounding tissue, suggesting an active immune response to an unknown antigen.",임상 조직 검사에서 림프구와 대식세포로 구성된 밀집한 염증성 침윤이 주변 조직으로 확장되어 알려지지 않은 항원에 대한 활발한 면역 반응을 시사하였다.
"환자는 부상 부위에서 홍반, 부종 및 온도 상승으로 특징지어지는 국소적인 염증을 보였으며, 이는 면역 세포와 염증 매개체의 복잡한 상호 작용을 나타냅니다.","The patient presented with localized inflammation characterized by erythema, edema, and increased temperature at the site of the injury, indicating a complex interplay of immune cells and inflammatory mediators.",환자는 부상 지점에서 홍반과 부종 및 온도의 증가로 특징지어진 국소 염증을 보이며 면역 세포와 염의 복잡한 상호 작용을 나타내는 것으로 진단되었다.
"환자는 하지에 통증이 있는 홍반성 염증성결절을 보였으며, 빠른 발병과 관련된 국소 압통을 고려할 때 감염성 또는 신생물성 원인을 배제하기 위해 생검을 실시했습니다.","The patient presented with a painful, erythematous inflammatory nodule on the lower leg, prompting a biopsy to rule out infectious or neoplastic etiologies given its rapid onset and associated local tenderness.",환자는 빠른 발병과 관련된 국소 압통을 제외하고 감염성 또는 신생물학적 병인으로 인해 생검을 촉구하는 하반신의 통증이 있는 홍반 염증 결절을 나타냈다.
"진피-표피 경계면에서 림프구의 띠 모양 침윤으로 특징지어지는 경계면징후의 존재는 환자의 피부 질환의 근본적인 원인이 면역 매개 과정임을 시사했으며, 특정 자가면역 질환을 배제하기 위한 추가 조사를 필요로 했습니다.","The presence of an interface sign, characterized by a band-like infiltrate of lymphocytes at the dermoepidermal junction, suggested an immune-mediated process underlying the patient's dermatological condition, necessitating further investigation to rule out specific autoimmune diseases.",비대칭성의 경계에서 림프구를 포함한 밴드와 같은 침윤을 특징으로 하는 인터페이스 신호가 환자의 피부학적 상태에 기초하는 면역 매개 과정임을 시사하여 구체적인 자가면역 질환을 배제하기 위해 추가 조사를 필요로 했다.
